,dialog,gameplan_prediction
2903, Hello. What should I do today? <<TURN>>  slice 2 slices of bread <<TURN>>  go inside the fridge <<TURN>>  pick up bread <<TURN>>  I have bread. <<TURN>>  slice two slices and toast <<TURN>>  where is the knife? <<TURN>>  inside the upper cabinet <<TURN>>  pick up this knife <<TURN>>  slice two slices and toast <<TURN>>  after toasting slice the tomato <<TURN>>  I cannot put bread in toaster <<TURN>>  remove what is inside the toaster <<TURN>>  remove it and get another slice <<TURN>>  slice the tomato,Open Fridge -- Pickup Bread -- Close Fridge -- Place CounterTop -- Open Cabinet -- Close Cabinet -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- ToggleOff Toaster -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- ToggleOff Toaster -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Knife -- Slice Tomato
2904, What shall I do today? <<TURN>>  Hello today we are placing all remote controls on one table <<TURN>>  Where is the table? <<TURN>>  How many remotes? <<TURN>>  4 remotes <<TURN>>  I could see all 4 remotes <<TURN>>  Please confirm the place to place these <<TURN>>  Two remotes are on the single at the window <<TURN>>  use the table next to the 3 seater chair <<TURN>>  turn left <<TURN>>  that one there <<TURN>>  Remove the middle thingy <<TURN>>  to make space <<TURN>>  Done <<TURN>>  not yet <<TURN>>  they all need to be on one table <<TURN>>  we can try the table at the middle of the house <<TURN>>  Type table in search <<TURN>>  That small table is the one that is showing <<TURN>>  why cant they all fit there?,Pickup RemoteControl -- Place SideTable -- Pickup RemoteControl -- Place SideTable -- Pickup RemoteControl -- Place Sofa -- Pickup Newspaper -- Place Sofa -- Pickup CreditCard -- Place Sofa -- Pickup Watch -- Place Sofa -- Pickup RemoteControl -- Place Chair -- Pickup RemoteControl -- Place Chair -- Pickup RemoteControl -- Place CoffeeTable -- Pickup RemoteControl -- Place CoffeeTable -- Pickup RemoteControl -- Place CoffeeTable -- Pickup RemoteControl
2905, hello <<TURN>>  What should I do today? <<TURN>>  please make two slices of toast <<TURN>>  Where is the bread? <<TURN>>  Bread is on the table. Please slice both loaves an take the end piece and toast it <<TURN>>  It is the smallest and plate we will be using is very small <<TURN>>  you will need a slice of tomato as well <<TURN>>  and a clean plate,Open Fridge -- Pickup Knife -- Slice Bread -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Plate -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster
2906, How can i help today? <<TURN>>  can you please make a slice of lettuce? <<TURN>>  of course <<TURN>>  a knife is on one of the stools <<TURN>>  thank you,Pickup ButterKnife -- Slice Lettuce -- Place DiningTable -- Pickup LettuceSliced
2907," Hello. What is my first task, please? <<TURN>>  Today you will make a salad <<TURN>>  first get the lettuce inside the microwave <<TURN>>  The knife is  at the round table <<TURN>>  Slice the lettuce <<TURN>>  done <<TURN>>  What's next? <<TURN>>  Get the tomato at the container to the left of the fridge <<TURN>>  Slice that tomato <<TURN>>  Done next <<TURN>>  Get the potato inside the fridge. Slice it. we need two slices. <<TURN>>  OK. All sliced <<TURN>>  Do the potato slices need to be cooked? <<TURN>>  Cook the two slices of potato  in the pan on the stove <<TURN>>  All cooked <<TURN>>  Next get the plate from the top compartment of the fridge <<TURN>>  Then put all the prepared items in that plate",Open Microwave -- Pickup Lettuce -- Close Microwave -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Open Fridge -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup PotatoSliced -- Place Pan -- ToggleOn StoveKnob -- Pickup PotatoSliced -- Place CounterTop -- Pickup PotatoSliced -- Place Pan -- ToggleOff StoveKnob -- Pickup PotatoSliced -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate
2908," Hello <<TURN>>  Welcome <<TURN>>  Let's begin <<TURN>>  Hi...First task please <<TURN>>  Oh <<TURN>>  No problem <<TURN>>  I'll walk you through <<TURN>>  : ) <<TURN>>  So I'll select the first task so you'll see location <<TURN>>  Make a slice of tomato <<TURN>>  K. Where is the tomato, please? <<TURN>>  It's inside the microwave <<TURN>>  ??..K <<TURN>>  Sorry <<TURN>>  Go to the fridge first <<TURN>>  K <<TURN>>  To get the knife <<TURN>>  So get the knife and tomato to the tray <<TURN>>  Got it...Do I need to take the other tomato too? <<TURN>>  No <<TURN>>  I don't think so <<TURN>>  K..Tomato sliced <<TURN>>  Since there's one there, just slice it with the knife <<TURN>>  Great <<TURN>>  Clean a bowl <<TURN>>  Clean a bowl with water <<TURN>>  Fridge <<TURN>>  Close the fridge once you finish <<TURN>>  Put the sliced tomato into the bowl <<TURN>>  K. Fridge closed. How many tomato slices go in the bowl <<TURN>>  Just one <<TURN>>  Place the bowl down, the pick up the sliced tomato and place into the bowl <<TURN>>  Drop the knife <<TURN>>  You don't need it again <<TURN>>  Place the tomato into the bowl <<TURN>>  Says I cannot place tomato in receptacle <<TURN>>  Go pick a bowl from the fridge <<TURN>>  Got it <<TURN>>  Okay <<TURN>>  Still won't go. I'm gonna try the other tomato in the fridge. <<TURN>>  Okay <<TURN>>  I guess it's a glitch <<TURN>>  Yeah..I finally got slices not halves LOL <<TURN>>  Oh <<TURN>>  Nice <<TURN>>  We learn everyday <<TURN>>  Still not working? <<TURN>>  I think im' gonna have to move objects off the counter to place in the bowl..One sec. <<TURN>>  Okay <<TURN>>  Need help? <<TURN>>  Hello <<TURN>>  Still won't let me pu it in the bowl. I guess I need t move more from this counter <<TURN>>  Nope <<TURN>>  How about you move the bowl to the tray <<TURN>>  Where is the tray? <<TURN>>  You see the tray <<TURN>>  On the counter <<TURN>>  Beside the gas cooker <<TURN>>  Yes <<TURN>>  Won't let me place it there <<TURN>>  Give me a sec <<TURN>>  Table clear. I'll move everything there. and see what happens <<TURN>>  OkY <<TURN>>  Ok <<TURN>>  Still says recepticle too small.. Is there another bowl showing in search <<TURN>>  none <<TURN>>  1min <<TURN>>  You washed the bowl right? <<TURN>>  Yep. both bowls are clean and free of water <<TURN>>  Put the tomato in the bowl on the table <<TURN>>  Leave the other bowl that u cleard <<TURN>>  Yes <<TURN>>  Pick up that bow there <<TURN>>  Still says it is too small or full <<TURN>>  k <<TURN>>  got it <<TURN>>  Wash that bowl on the table <<TURN>>  What're you doing? <<TURN>>  I'm removing dishes from the sink to wash the bowl that was on the table <<TURN>>  Okay <<TURN>>  Wait <<TURN>>  I think you cleared the wrong table <<TURN>>  Let's clear thi table that has two trays <<TURN>>  K I'll get the other bowl <<TURN>>  Washing other bowl <<TURN>>  Nope <<TURN>>  Just cleaar this table that has two trays <<TURN>>  Pick up everything there excet the tomato <<TURN>>  K <<TURN>>  Then bring the bowl to the table <<TURN>>  Got it ) <<TURN>>  good work <<TURN>>  Thanks..I'll go get the bowl <<TURN>>  let's try bringing the bowl now <<TURN>>  I have the original bowl, the first one I cleaned in my hands <<TURN>>  The 2nd bowl is over by the coffee maker <<TURN>>  Okay <<TURN>>  try putting the tomato <<TURN>>  Still says it is too small or full <<TURN>>  Okay <<TURN>>  Let's try one more thing <<TURN>>  Can u move the toaster? <<TURN>>  K <<TURN>>  Nope...Not moveable <<TURN>>  okay <<TURN>>  Is there water in the bowl? <<TURN>>  Nope I emptied. I can stand in front of it for you to see. <<TURN>>  Okay <<TURN>>  Don't worry <<TURN>>  We'll ffigure it out together <<TURN>>  See no water. I was searching the cabinets to see if there is another bowl. <<TURN>>  I'm thinking of something <<TURN>>  Let's move the bowl to the frige <<TURN>>  And try putting the tomato there <<TURN>>  k <<TURN>>  Hol on! <<TURN>>  I've figured it out <<TURN>>  K <<TURN>>  Pick the smallest tomato slice <<TURN>>  That's what you'll place in the bowl <<TURN>>  Sounds good. Let's give it a whirl <<TURN>>  It says there is already something in it. I'm going t try and empty in the sink <<TURN>>  Again <<TURN>>  Okay",Open Microwave -- Pickup Tomato -- Close Microwave -- Place CounterTop -- Open Fridge -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Bowl -- Place  -- Pickup Mug -- Place CounterTop -- Pickup Cup -- Place CounterTop -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour Sink -- Place CounterTop -- Close Fridge -- Pickup TomatoSliced -- Place CounterTop -- Pickup Knife -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup Bowl -- Place DiningTable -- Open Fridge -- Pickup Bowl -- Close Fridge -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Open Fridge -- Pickup Tomato -- Close Fridge -- Place DiningTable -- Pickup Knife -- Slice Tomato -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup Cup -- Place  -- Pickup DishSponge -- Place  -- Pickup Mug -- Place  -- Pickup Mug -- Place  -- Pickup Cup -- Place  -- Pickup TomatoSliced -- Place CounterTop -- Pickup Bowl -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup Bowl -- Place DiningTable -- Pickup Pot -- Place DiningTable -- Pickup Knife -- Place CounterTop -- Pickup Pot -- Place CounterTop -- Pickup TomatoSliced -- Place DiningTable -- Pickup Bowl -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup Bowl -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place CounterTop -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place CounterTop -- Pickup Bread -- Place DiningTable -- Pickup Bread -- Place DiningTable -- Pickup PepperShaker -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Egg -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup Knife -- Place CounterTop -- Pickup Bowl -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Open Drawer -- Close Drawer -- Close Cabinet -- Pickup Bowl -- Open Fridge -- Place Fridge -- Close Fridge -- Pickup TomatoSliced -- Open Fridge -- Place Fridge -- Pickup Bowl -- Close Fridge -- Place  -- Pickup Bowl -- Open Fridge -- Place Fridge -- Pickup TomatoSliced -- Place Bowl
2909, hii <<TURN>>  make a sandwich <<TURN>>  hi \ <<TURN>>  what  ingredients do I need <<TURN>>  bread,Pickup Knife -- Slice Bread
2910," What should I do today? <<TURN>>  Hi! Today, you'll be making a salad. <<TURN>>  Let's start by slicing a tomato. <<TURN>>  First, you'll need a knife. <<TURN>>  Ok. I have a knife <<TURN>>  I have sliced the tomato <<TURN>>  What should I do next? <<TURN>>  You need to place the tomato on a clean plate. <<TURN>>  Is there a clean plate? This one will not fit in the sink. <<TURN>>  You may need to turn on the water first. <<TURN>>  Looks like you found a clean plate. <<TURN>>  Ok I have a slice on the plate <<TURN>>  Anything else? <<TURN>>  You'll need to cook a slice of potato. <<TURN>>  So first, slice the potato with the knife. <<TURN>>  Check the fridge for a potato. <<TURN>>  Is this a potato? <<TURN>>  I believe it is, yes. <<TURN>>  You'll need a skillet. Try the cabinet next to the sink. Left side.",Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Cup -- Place DiningTable -- Pickup Tomato -- Place DiningTable -- Pickup Tomato -- Place DiningTable -- Pickup Fork -- Place DiningTable -- Pickup Knife -- Place DiningTable -- Pickup Plate -- Place DiningTable -- Pickup Plate -- Place DiningTable -- Pickup TomatoSliced -- Place Plate -- Pickup Knife -- Slice Bread -- Place DiningTable -- Open Fridge -- Pickup Potato -- Place Fridge -- Pickup Potato -- Close Fridge -- Place DiningTable -- Pickup Knife -- Slice Potato -- Place DiningTable -- Pickup PotatoSliced -- Place Plate -- Pickup Plate -- Place DiningTable -- Pickup PotatoSliced -- ToggleOff Microwave -- Open Microwave -- Place DiningTable -- Pickup Spoon -- Place DiningTable -- Pickup Spatula -- Place DiningTable -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Place Plate
2911, What shall I do today? <<TURN>>  make salad please <<TURN>>  slice lettuce <<TURN>>  where is it? <<TURN>>  in the black bin next to the fridge <<TURN>>  knife is on the stool <<TURN>>  make 2 slices of potato <<TURN>>  where is potato? <<TURN>>  potato is in the microwave,Pickup Knife -- Place CounterTop -- Open Fridge -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Close Fridge -- Open Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup Potato
2912, Hi <<TURN>>  What's the task? <<TURN>>  we need to cut one slice of lettuce <<TURN>>  I think it's in the sink <<TURN>>  ok <<TURN>>  next? <<TURN>>  put one slice of lettuce on the plate that on the table,Pickup ButterKnife -- ToggleOff Faucet -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup ButterKnife -- Slice Lettuce -- Place CounterTop -- Pickup LettuceSliced -- Place DiningTable -- Pickup Plate -- Place Sink -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup LettuceSliced -- Place Plate
2913, clean the plate in the fridge <<TURN>>  rinse with water <<TURN>>  okay <<TURN>>  rinse with water <<TURN>>  hellooo <<TURN>>  am holding a plate already <<TURN>>  and am headed to the sink please <<TURN>>  ok <<TURN>>  the plate is clean <<TURN>>  what else can I do? <<TURN>>  thats it <<TURN>>  rinse the plate <<TURN>>  the plate is laready rinsed. <<TURN>>  glitcj <<TURN>>  refresh the page <<TURN>>  another plate <<TURN>>  top cabinet <<TURN>>  near sink <<TURN>>  top of the sink <<TURN>>  have you tried to refresh your page? <<TURN>>  open the cabinet <<TURN>>  yes <<TURN>>  must be another plate in that cabinet <<TURN>>  left <<TURN>>  open the left cabinet <<TURN>>  okay <<TURN>>  just to[ of the sink,Open Fridge -- Pickup Plate -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Pickup Plate
2914," Hi <<TURN>>  Drinkwares are dirty, rinse with water <<TURN>>  what should i do today? <<TURN>>  One is on the dining chair <<TURN>>  another is in the cupboard at the top of the cooker <<TURN>>  The left <<TURN>>  The one to the left <<TURN>>  Go pick the other one on the dining chair",Pickup Cup -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Cup -- Pour  -- Place DiningTable -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place DiningTable -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet
2915," Hello <<TURN>>  What should I do today? <<TURN>>  Make a slice of tomato <<TURN>>  Tomato is beside the fridge <<TURN>>  Where is the knife? <<TURN>>  ijn the microwave <<TURN>>  Slice potato and cook a slice <<TURN>>  Where is the knife?I have sliced the tomato.,  What next? <<TURN>>  Where is the potato? <<TURN>>  On that table <<TURN>>  No <<TURN>>  Behind u <<TURN>>  The copboard under the table <<TURN>>  Right behind you <<TURN>>  Yeah <<TURN>>  Good <<TURN>>  Slice and cook <<TURN>>  Hello <<TURN>>  Slice and Cook <<TURN>>  Hey!! <<TURN>>  Okay <<TURN>>  Pick a slice and cook <<TURN>>  Preferably the smallest <<TURN>>  How many7 slices should I cook? <<TURN>>  One slice <<TURN>>  How you doing? <<TURN>>  Common!! <<TURN>>  Use a pan or a pot <<TURN>>  Good <<TURN>>  Potato cooked. What next? <<TURN>>  Now put 2 slices of tomato on the plate <<TURN>>  And the cooked potato <<TURN>>  Plate is beside the sink",Open Fridge -- ToggleOff Microwave -- Open Microwave -- Pickup Knife -- Slice Tomato -- Place SideTable -- Pickup Knife -- Place SideTable -- Open Drawer -- Open Drawer -- Open Cabinet -- Open Cabinet -- Pickup Potato -- Place SideTable -- Close Drawer -- Close Drawer -- Pickup Knife -- Slice Potato -- Place SideTable -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate -- Pickup Plate -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Pan -- Place StoveBurner -- Pickup PotatoSliced -- Place Pan -- Pickup PotatoSliced -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced
